,Method,Relative Error (%)
0,MALTS,187.26711773502697
1,MALTS,174.86394754081965
2,MALTS,239.5960902370457
3,MALTS,91.21052081383392
4,MALTS,37.289862581468405
5,MALTS,26.899472401863118
6,MALTS,73.94279781816583
7,MALTS,180.08983273373394
8,MALTS,179.86645726326213
9,MALTS,154.62720769129524
10,MALTS,10.390573359599378
11,MALTS,126.32372012456669
12,MALTS,182.89514633322653
13,MALTS,184.05941665773693
14,MALTS,114.7267846649683
15,MALTS,161.0530133200055
16,MALTS,186.1562774648841
17,MALTS,88.12539809700341
18,MALTS,10.891526714821232
19,MALTS,8.060102122342794
20,MALTS,18.595251853997894
21,MALTS,94.64184512124228
22,MALTS,131.3676974035955
23,MALTS,36.573708608421725
24,MALTS,155.25173752301305
25,MALTS,301.192504516451
26,MALTS,47.94209623663691
27,MALTS,228.61779833270708
28,MALTS,0.9995121342146208
29,MALTS,70.85205555589607
30,MALTS,184.7584533954791
31,MALTS,99.04851489402921
32,MALTS,67.81940679489347
33,MALTS,165.90453386287828
34,MALTS,145.16230057515637
35,MALTS,96.34256768575914
36,MALTS,11.374040926011661
37,MALTS,91.0207410734455
38,MALTS,250.2737959515552
39,MALTS,125.9985228528256
40,MALTS,187.94396380017363
41,MALTS,78.95129151087974
42,MALTS,610.453959549629
43,MALTS,123.31901562359498
44,MALTS,197.8977525223889
45,MALTS,61.28888278719895
46,MALTS,123.70231341365046
47,MALTS,292.9575068439489
48,MALTS,116.17746322457265
49,MALTS,50.37466551201938
50,MALTS,80.02429903007689
51,MALTS,72.52209606771333
52,MALTS,228.82793431277352
53,MALTS,30.581158922815543
54,MALTS,9.946443819029419
55,MALTS,94.60996177230578
56,MALTS,90.36062898782748
57,MALTS,50.34720464418206
58,MALTS,111.33132991113695
59,MALTS,67.43703990190635
60,MALTS,33.78196824366718
61,MALTS,26.66860130899744
62,MALTS,131.7012797996703
63,MALTS,24.509001237810608
64,MALTS,6.940121062439071
65,MALTS,11.809900803617115
66,MALTS,87.50010544931285
67,MALTS,18.970587159070718
68,MALTS,232.35647735427025
69,MALTS,172.83963371787092
70,MALTS,4.908919125410154
71,MALTS,59.58314136515377
72,MALTS,140.39644381508774
73,MALTS,70.20797579297393
74,MALTS,60.72046836950855
75,MALTS,222.83774265448156
76,MALTS,109.7743208185028
77,MALTS,23.86424401611344
78,MALTS,119.63609959890962
79,MALTS,42.18220635631252
80,MALTS,2.8638449494985507
81,MALTS,149.56071409581583
82,MALTS,296.2990322631339
83,MALTS,124.49225219774654
84,MALTS,49.247062340014466
85,MALTS,296.70105491617716
86,MALTS,515.3420828873999
87,MALTS,156.2114397299814
88,MALTS,32.71492347848594
89,MALTS,61.76383769284761
90,MALTS,230.62175216376767
91,MALTS,150.56451879218272
92,MALTS,189.30279234820892
93,MALTS,101.54728979050319
94,MALTS,127.97294972771809
95,MALTS,40.357887591107705
96,MALTS,96.08471175844167
97,MALTS,112.93848746748677
98,MALTS,132.00581219761136
99,MALTS,40.47881776605063
100,MALTS,61.042246189056584
101,MALTS,51.67804545420198
102,MALTS,181.97568246230924
103,MALTS,39.005347795553746
104,MALTS,35.47537415135753
105,MALTS,104.63029916451347
106,MALTS,228.63829929309435
107,MALTS,1.2060415830053577
108,MALTS,169.24645141308727
109,MALTS,52.040739752765674
110,MALTS,64.15384224903052
111,MALTS,42.12642043329973
112,MALTS,353.61797623536864
113,MALTS,101.8280866600102
114,MALTS,109.32788002321246
115,MALTS,56.725484902523895
116,MALTS,54.48356345052729
117,MALTS,118.55601994836007
118,MALTS,23.04939978544736
119,MALTS,283.56082451606136
120,MALTS,197.11153508078334
121,MALTS,56.3739340177305
122,MALTS,262.44706408706924
123,MALTS,11.743871580986731
124,MALTS,68.7010627049814
125,MALTS,199.21947786525817
126,MALTS,55.57007743183969
127,MALTS,29.97583011202706
128,MALTS,249.75191476506023
129,MALTS,234.0144643631417
130,MALTS,135.19828361146386
131,MALTS,109.14134732900753
132,MALTS,32.14851942282901
133,MALTS,158.9319917331942
134,MALTS,84.55967996743111
135,MALTS,100.2430073056318
136,MALTS,65.57418035495655
137,MALTS,386.9258953277337
138,MALTS,77.71637541654259
139,MALTS,100.47116848979974
140,MALTS,172.18527232966488
141,MALTS,79.87274517354209
142,MALTS,19.77400905129223
143,MALTS,25.025905877111608
144,MALTS,11.090109097434988
145,MALTS,342.2942724308252
146,MALTS,304.3980127592721
147,MALTS,57.60297743513928
148,MALTS,146.2103229288998
149,MALTS,45.89013565684733
150,MALTS,148.86721550999692
151,MALTS,38.138082229212614
152,MALTS,29.27646794535927
153,MALTS,199.79118087116905
154,MALTS,104.00071985497124
155,MALTS,222.79232270599513
156,MALTS,223.5398736466498
157,MALTS,74.55191888751523
158,MALTS,71.6861721116162
159,MALTS,86.68719960094855
160,MALTS,257.99212924835416
161,MALTS,156.5104165492853
162,MALTS,96.26291976283235
163,MALTS,94.11218782077663
164,MALTS,117.40520044261542
165,MALTS,89.51928242730854
166,MALTS,93.86990079737446
167,MALTS,80.76995758427242
168,MALTS,87.62466366037052
169,MALTS,164.0195232226626
170,MALTS,167.75366103227705
171,MALTS,138.33186686772666
172,MALTS,286.8551816032038
173,MALTS,27.78672539444484
174,MALTS,69.77866175643024
175,MALTS,67.93966499863335
176,MALTS,170.2271639742286
177,MALTS,68.9716359350584
178,MALTS,140.59365301737836
179,MALTS,433.7541242833999
180,MALTS,23.201769744415937
181,MALTS,209.56093633229952
182,MALTS,276.79061606239753
183,MALTS,132.40343446066888
184,MALTS,46.84806786330729
185,MALTS,44.17547230171051
186,MALTS,96.90227487812571
187,MALTS,76.92994900212511
188,MALTS,200.97837766042517
189,MALTS,363.3753490039853
190,MALTS,1.8966957245896217
191,MALTS,40.85583935272971
192,MALTS,27.91528431092595
193,MALTS,55.35818297394176
194,MALTS,43.86958403619271
