,Method,Relative Error (%)
0,MALTS,26.401571801711615
1,MALTS,12.706933086137228
2,MALTS,6.659660612479781
3,MALTS,9.207154302692793
4,MALTS,5.443977227598049
5,MALTS,8.264024031774547
6,MALTS,4.5979517864010635
7,MALTS,18.77158884420784
8,MALTS,2.183546797885804
9,MALTS,33.76620636463993
10,MALTS,5.198287771377815
11,MALTS,16.003768267278474
12,MALTS,2.7114640925655857
13,MALTS,6.922484912494764
14,MALTS,3.0685949590907544
15,MALTS,4.447539306672875
16,MALTS,4.8507155805541675
17,MALTS,0.08506234340857974
18,MALTS,12.49951211844264
19,MALTS,7.627526586516413
20,MALTS,6.377140485926399
21,MALTS,7.422053633461588
22,MALTS,9.981998845757927
23,MALTS,7.785364395458648
24,MALTS,12.021205641141236
25,MALTS,26.261998980821293
26,MALTS,15.126423958632696
27,MALTS,11.16708157237976
28,MALTS,4.553611231317718
29,MALTS,1.3665828025052622
30,MALTS,13.67608340614124
31,MALTS,6.132117049784915
32,MALTS,10.207166831827788
33,MALTS,6.21712076444002
34,MALTS,0.24212547486508595
35,MALTS,13.539074551261823
36,MALTS,21.420896273841112
37,MALTS,37.373348479691934
38,MALTS,10.425261698912298
39,MALTS,0.41512053679327215
40,MALTS,11.745537604542749
41,MALTS,27.145049898348674
42,MALTS,3.392666621683239
43,MALTS,9.60499796511763
44,MALTS,5.191909743022934
45,MALTS,0.8949862334075189
46,MALTS,13.141657341131442
47,MALTS,8.463579557648618
48,MALTS,0.31976812743402305
49,MALTS,3.944870757824374
50,MALTS,9.778467628463044
51,MALTS,1.0915299299943082
52,MALTS,13.567982109323742
53,MALTS,4.902854558743348
54,MALTS,10.61878049303498
55,MALTS,2.0154671482316373
56,MALTS,3.2105626165608423
57,MALTS,15.064377649249053
58,MALTS,0.7146139557246978
59,MALTS,8.126271319581441
60,MALTS,6.343697049190531
61,MALTS,4.076548720613686
62,MALTS,13.878975786145498
63,MALTS,7.779680603355351
64,MALTS,10.104249523698437
65,MALTS,22.69121035303456
66,MALTS,4.794692371208569
67,MALTS,15.059653449074812
68,MALTS,8.713721825116563
69,MALTS,5.1402302337500965
70,MALTS,8.785594313362054
71,MALTS,5.051506319284361
72,MALTS,5.184224257011958
73,MALTS,9.966673207791278
74,MALTS,2.7534146896655844
75,MALTS,5.436715973048625
76,MALTS,8.470721310089328
77,MALTS,4.322486939089964
78,MALTS,1.6337069015725028
79,MALTS,6.873687150457654
80,MALTS,16.799944422970984
81,MALTS,9.915371861058752
82,MALTS,3.584210312140256
83,MALTS,27.736373146366628
84,MALTS,21.3709863911049
85,MALTS,6.367572693189031
86,MALTS,0.38850913704129436
87,MALTS,38.64668042237759
88,MALTS,1.8822102984174887
89,MALTS,0.776987605626829
90,MALTS,0.31267729592204185
91,MALTS,11.115386839365533
92,MALTS,0.9747103027825265
93,MALTS,13.70183376957183
94,MALTS,10.672538795990562
95,MALTS,3.827268050705509
96,MALTS,4.412015944869319
97,MALTS,30.097516568828375
98,MALTS,5.180762475740514
99,MALTS,16.440284502023733
100,MALTS,3.9018838429098777
101,MALTS,37.48591498929055
102,MALTS,6.400089580015164
103,MALTS,9.506777106057541
104,MALTS,10.317907362425876
105,MALTS,36.028304240743836
106,MALTS,5.312367658479539
107,MALTS,2.8919966332488034
108,MALTS,9.556134799340395
109,MALTS,5.009164092557929
110,MALTS,0.6476990397532068
111,MALTS,11.43893726409627
112,MALTS,1.9415327032265433
113,MALTS,1.7724883037295585
114,MALTS,10.899874446428196
115,MALTS,2.7784230527857154
116,MALTS,6.384041563612736
117,MALTS,20.110331362083798
118,MALTS,4.316887386494451
119,MALTS,4.859161084459005
120,MALTS,21.940185562640362
121,MALTS,9.504894273658907
122,MALTS,6.704704072759737
123,MALTS,14.924531249457468
124,MALTS,8.99288513442099
125,MALTS,16.81333368408651
126,MALTS,45.849549212765424
127,MALTS,3.6944763531736737
128,MALTS,20.14123660474432
129,MALTS,11.63536966525102
130,MALTS,0.7941731293145473
131,MALTS,13.653898753079766
132,MALTS,1.9344478162664558
133,MALTS,3.6373474081987878
134,MALTS,6.92942449139124
135,MALTS,12.725398670962685
136,MALTS,7.7469395152571865
137,MALTS,18.52868011347304
138,MALTS,3.8576780377460445
139,MALTS,10.590451730549875
140,MALTS,6.290042934219777
141,MALTS,10.765014791690101
142,MALTS,5.227475641043656
143,MALTS,5.178804984904907
144,MALTS,8.866402146734705
145,MALTS,41.9947172752191
146,MALTS,13.012249269665052
147,MALTS,12.211121012284561
148,MALTS,2.8351379110057797
149,MALTS,12.050365443068598
150,MALTS,9.66731323583854
151,MALTS,11.166312994383203
152,MALTS,9.725137390607301
153,MALTS,24.945995012565966
154,MALTS,19.60930853794588
155,MALTS,10.67359063849855
156,MALTS,7.681660153958135
157,MALTS,5.270151165854019
158,MALTS,16.91642168805143
159,MALTS,13.161808412237727
160,MALTS,11.477125801760856
161,MALTS,0.8954670386025897
162,MALTS,14.726880848996347
163,MALTS,6.745620065325
164,MALTS,3.425642690657927
165,MALTS,5.979011492312495
166,MALTS,15.500851439959332
167,MALTS,2.7720986862014096
168,MALTS,1.4054160677895513
169,MALTS,16.224150917763588
170,MALTS,1.8415707179951464
171,MALTS,7.314885543853459
172,MALTS,6.73356400964318
173,MALTS,5.606421380526853
174,MALTS,1.6975418600747458
175,MALTS,12.089037581294079
176,MALTS,14.496456663579806
177,MALTS,11.244366714967411
178,MALTS,42.42351681533292
179,MALTS,15.4106220941608
180,MALTS,12.167798105103273
181,MALTS,9.071461770212842
182,MALTS,13.328396458724223
183,MALTS,11.609556368323071
184,MALTS,12.636507100068261
185,MALTS,3.6919596569997437
186,MALTS,10.886469231463908
187,MALTS,9.471390329218774
188,MALTS,11.63609411118408
189,MALTS,0.6625853749553042
190,MALTS,7.404291906076359
191,MALTS,9.86670661979916
192,MALTS,24.145280322212688
193,MALTS,11.314640162294808
194,MALTS,2.0242539741162227
195,MALTS,5.084016921286529
196,MALTS,0.8954023242925482
197,MALTS,3.6655323062913117
198,MALTS,11.290425551214533
199,MALTS,10.504394910247594
200,MALTS,7.603724425282025
201,MALTS,9.900553624704653
202,MALTS,12.634424635272012
203,MALTS,9.852982786692683
204,MALTS,0.3381924762455364
205,MALTS,8.863745588778487
206,MALTS,16.2123086918738
207,MALTS,6.709580215454772
208,MALTS,14.768317229862356
209,MALTS,19.050338818424592
210,MALTS,4.901013491197474
211,MALTS,7.807058269761036
212,MALTS,0.4018011875214043
213,MALTS,10.443616029857616
214,MALTS,21.183355871903164
215,MALTS,13.943563885535712
216,MALTS,3.3030353629361
217,MALTS,5.9328453110739945
218,MALTS,9.58054737948832
219,MALTS,5.118348445893298
220,MALTS,3.292939662622227
221,MALTS,2.818280474404368
222,MALTS,9.037907399256593
223,MALTS,6.472261653492921
224,MALTS,11.755302212794406
225,MALTS,27.88919525227062
226,MALTS,12.798569067412807
227,MALTS,18.359488492527735
228,MALTS,25.172318632886043
229,MALTS,4.998607231119961
230,MALTS,5.70640496336748
231,MALTS,12.856155132204444
232,MALTS,2.372259533948197
233,MALTS,0.4513560154387436
234,MALTS,13.065456821861565
235,MALTS,6.387404080377193
236,MALTS,12.687444232017947
237,MALTS,33.401361743392826
238,MALTS,15.063219667651651
239,MALTS,10.97832523709946
240,MALTS,0.18130934095791734
241,MALTS,5.746007696195286
242,MALTS,6.446012033905219
243,MALTS,4.225576617054394
244,MALTS,0.13688112591568333
245,MALTS,4.248295152189723
246,MALTS,15.589267418434211
247,MALTS,2.9024152417352598
248,MALTS,0.16727376581997855
249,MALTS,5.911249405377635
250,MALTS,2.9077831395890534
251,MALTS,2.908304588414116
252,MALTS,3.477885505350262
253,MALTS,9.701941014176283
254,MALTS,2.246989769210675
255,MALTS,10.601513530625468
256,MALTS,9.63685252843872
257,MALTS,2.6151343067990296
258,MALTS,13.325775347590044
259,MALTS,17.083158454251155
260,MALTS,12.289864902901071
261,MALTS,10.613131206175915
262,MALTS,8.264234678966295
263,MALTS,7.64457038301717
264,MALTS,7.759725298461334
265,MALTS,14.074995053562228
266,MALTS,4.353145511532436
267,MALTS,9.321442259922494
268,MALTS,5.754858576975811
269,MALTS,13.67120755684817
270,MALTS,10.01116509672204
271,MALTS,0.7007117473359392
272,MALTS,8.014452968469465
273,MALTS,8.003397584717478
274,MALTS,14.874726881226403
275,MALTS,6.2308180652413
276,MALTS,21.761631898377093
277,MALTS,13.789290211984554
278,MALTS,8.404403761763916
279,MALTS,1.179799101124063
280,MALTS,11.84122800853726
281,MALTS,4.864244025034897
282,MALTS,0.692388993181964
283,MALTS,8.250053123457532
284,MALTS,21.188148722326744
285,MALTS,4.4753791135214955
286,MALTS,7.697981901737642
287,MALTS,5.42918311756741
288,MALTS,3.1013506715332864
289,MALTS,21.496251166790437
290,MALTS,20.998726560781115
291,MALTS,3.966762045667678
292,MALTS,5.489299313239028
293,MALTS,3.1171316499735826
294,MALTS,6.771288877130019
295,MALTS,4.806466007155388
296,MALTS,6.575552625286223
297,MALTS,0.3074500685203896
298,MALTS,31.723160145925412
